filename,total_words,total_ai_mentions,normalized_score,generative ai,generative artificial intelligence,genai,large language model,llm,gpt,chatgpt,foundation model,diffusion model,artificial intelligence,machine learning,deep learning,\bai\b,company,quarter,year,quarter_year,ticker,Ticker,Company,Fiscal Year,Fiscal Year End,Revenue,Employees,Assets,Revenue per Employee
"Uber Technologies, Inc., Q3 2023 Earnings Call, Nov 07, 2023.txt",8598,7,0.000814,0,0,0,0,0,0,0,0,0,0,7,0,0,"Uber Technologies, Inc.",Q3,2023,Q3_2023,UBER,UBER,UBER TECHNOLOGIES INC,2023.0,2023-12-31,37281000000.0,30400.0,38699000000.0,1226348.6842
"The Walt Disney Company, Q4 2023 Earnings Call, Nov 08, 2023.txt",8938,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q4,2023,Q4_2023,DIS,DIS,DISNEY (WALT) CO,2023.0,2023-09-30,88898000000.0,225000.0,205579000000.0,395102.2222
"Warner Bros. Discovery, Inc., Q3 2023 Earnings Call, Nov 08, 2023.txt",11459,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q3,2023,Q3_2023,WBD,WBD,WARNER BROS DISCOVERY INC,2023.0,2023-12-31,41321000000.0,35300.0,122757000000.0,1170566.5722
"Warner Bros. Discovery, Inc., Q2 2025 Earnings Call, Aug 07, 2025.txt",7896,1,0.000127,0,0,0,0,1,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q2,2025,Q2_2025,WBD,WBD,WARNER BROS DISCOVERY INC,2025.0,2025-12-31,37296000000.0,35500.0,100085000000.0,1050591.5493
"Warner Bros. Discovery, Inc., Q3 2025 Earnings Call, Nov 06, 2025.txt",7848,1,0.000127,0,0,0,0,0,0,0,0,0,0,0,0,1,"Warner Bros. Discovery, Inc.",Q3,2025,Q3_2025,WBD,WBD,WARNER BROS DISCOVERY INC,2025.0,2025-12-31,37296000000.0,35500.0,100085000000.0,1050591.5493
"The Walt Disney Company, Q3 2024 Earnings Call, Aug 07, 2024.txt",5286,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q3,2024,Q3_2024,DIS,DIS,DISNEY (WALT) CO,2024.0,2024-09-30,91361000000.0,233000.0,196219000000.0,392107.2961
"The Walt Disney Company, Q3 2025 Earnings Call, Aug 06, 2025.txt",7246,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q3,2025,Q3_2025,DIS,DIS,DISNEY (WALT) CO,2025.0,2025-09-30,94425000000.0,231000.0,197514000000.0,408766.2338
"The Walt Disney Company, Q2 2025 Earnings Call, May 07, 2025.txt",6905,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q2,2025,Q2_2025,DIS,DIS,DISNEY (WALT) CO,2025.0,2025-09-30,94425000000.0,231000.0,197514000000.0,408766.2338
"Warner Bros. Discovery, Inc., Q1 2025 Earnings Call, May 08, 2025.txt",8076,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q1,2025,Q1_2025,WBD,WBD,WARNER BROS DISCOVERY INC,2025.0,2025-12-31,37296000000.0,35500.0,100085000000.0,1050591.5493
"Warner Bros. Discovery, Inc., Q2 2024 Earnings Call, Aug 07, 2024.txt",11145,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q2,2024,Q2_2024,WBD,WBD,WARNER BROS DISCOVERY INC,2024.0,2024-12-31,39321000000.0,35000.0,104560000000.0,1123457.1429
"Broadcom Inc., Q1 2025 Earnings Call, Mar 06, 2025.txt",7753,55,0.007094,3,0,0,0,0,0,0,0,0,0,0,0,52,Broadcom Inc.,Q1,2025,Q1_2025,AVGO,AVGO,BROADCOM INC,2025.0,2025-10-31,63887000000.0,33000.0,171092000000.0,1935969.697
"Warner Bros. Discovery, Inc., Q3 2024 Earnings Call, Nov 07, 2024.txt",9894,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q3,2024,Q3_2024,WBD,WBD,WARNER BROS DISCOVERY INC,2024.0,2024-12-31,39321000000.0,35000.0,104560000000.0,1123457.1429
"Warner Bros. Discovery, Inc., Q1 2024 Earnings Call, May 09, 2024.txt",11328,12,0.001059,0,0,0,0,1,0,0,0,0,0,1,0,10,"Warner Bros. Discovery, Inc.",Q1,2024,Q1_2024,WBD,WBD,WARNER BROS DISCOVERY INC,2024.0,2024-12-31,39321000000.0,35000.0,104560000000.0,1123457.1429
"Oracle Corporation, Q4 2023 Earnings Call, Jun 12, 2023.txt",7503,30,0.003998,4,0,0,8,0,0,0,0,0,0,1,0,17,Oracle Corporation,Q4,2023,Q4_2023,ORCL,ORCL,ORACLE CORP,2023.0,2024-05-31,52961000000.0,159000.0,140976000000.0,333088.0503
"The Walt Disney Company, Q3 2023 Earnings Call, Aug 09, 2023.txt",8098,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q3,2023,Q3_2023,DIS,DIS,DISNEY (WALT) CO,2023.0,2023-09-30,88898000000.0,225000.0,205579000000.0,395102.2222
"The Walt Disney Company, Q2 2023 Earnings Call, May 10, 2023.txt",9531,7,0.000734,0,0,0,0,0,0,0,0,0,1,0,0,6,The Walt Disney Company,Q2,2023,Q2_2023,DIS,DIS,DISNEY (WALT) CO,2023.0,2023-09-30,88898000000.0,225000.0,205579000000.0,395102.2222
"Oracle Corporation, Q1 2024 Earnings Call, Sep 11, 2023.txt",6134,43,0.00701,5,0,0,0,0,4,4,0,0,0,0,0,30,Oracle Corporation,Q1,2024,Q1_2024,ORCL,ORCL,ORACLE CORP,2024.0,2025-05-31,57399000000.0,162000.0,168361000000.0,354314.8148
"The Walt Disney Company, Q2 2022 Earnings Call, May 11, 2022.txt",9588,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q2,2022,Q2_2022,DIS,DIS,DISNEY (WALT) CO,2022.0,2022-09-30,83745000000.0,220000.0,203631000000.0,380659.0909
"Citigroup Inc., Q3 2023 Earnings Call, Oct 13, 2023.txt",13220,1,7.6e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,Citigroup Inc.,Q3,2023,Q3_2023,C,C,CITIGROUP INC,2023.0,2023-12-31,155462000000.0,239000.0,2411834000000.0,650468.6192
"Electronic Arts Inc., Q4 2023 Earnings Call, May 09, 2023.txt",9416,18,0.001912,0,0,0,0,0,0,0,0,0,0,0,0,18,Electronic Arts Inc.,Q4,2023,Q4_2023,EA,EA,ELECTRONIC ARTS INC,2023.0,2024-03-31,7562000000.0,13700.0,13420000000.0,551970.8029
"Bank of America Corporation, Q4 2023 Earnings Call, Jan 12, 2024.txt",14383,11,0.000765,0,0,0,0,0,0,0,0,0,0,2,0,9,Bank of America Corporation,Q4,2023,Q4_2023,BAC,BAC,BANK OF AMERICA CORP,2023.0,2023-12-31,173512000000.0,212985.0,3180151000000.0,814667.6996
"The Walt Disney Company, Q1 2022 Earnings Call, Feb 09, 2022.txt",8876,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q1,2022,Q1_2022,DIS,DIS,DISNEY (WALT) CO,2022.0,2022-09-30,83745000000.0,220000.0,203631000000.0,380659.0909
"Oracle Corporation, Q3 2023 Earnings Call, Mar 09, 2023.txt",7548,48,0.006359,2,0,0,1,0,3,3,0,0,1,0,0,38,Oracle Corporation,Q3,2023,Q3_2023,ORCL,ORCL,ORACLE CORP,2023.0,2024-05-31,52961000000.0,159000.0,140976000000.0,333088.0503
"Oracle Corporation, Q4 2022 Earnings Call, Jun 13, 2022.txt",7216,1,0.000139,0,0,0,0,0,0,0,0,0,0,0,0,1,Oracle Corporation,Q4,2022,Q4_2022,ORCL,ORCL,ORACLE CORP,2022.0,2023-05-31,49954000000.0,164000.0,134384000000.0,304597.561
"Electronic Arts Inc., Q4 2022 Earnings Call, May 10, 2022.txt",10040,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electronic Arts Inc.,Q4,2022,Q4_2022,EA,EA,ELECTRONIC ARTS INC,2022.0,2023-03-31,7426000000.0,13400.0,13459000000.0,554179.1045
"The Walt Disney Company, Q3 2022 Earnings Call, Aug 10, 2022.txt",8968,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Walt Disney Company,Q3,2022,Q3_2022,DIS,DIS,DISNEY (WALT) CO,2022.0,2022-09-30,83745000000.0,220000.0,203631000000.0,380659.0909
"Morgan Stanley, Q1 2025 Earnings Call, Apr 11, 2025.txt",10414,2,0.000192,0,0,0,0,0,0,0,0,0,0,0,0,2,Morgan Stanley,Q1,2025,Q1_2025,MS,MS,MORGAN STANLEY,2025.0,2025-12-31,119662000000.0,82992.0,1420270000000.0,1441849.8168
"Broadcom Inc., Q4 2025 Earnings Call, Dec 11, 2025.txt",7706,52,0.006748,0,0,0,0,4,0,0,0,0,0,0,0,48,Broadcom Inc.,Q4,2025,Q4_2025,AVGO,AVGO,BROADCOM INC,2025.0,2025-10-31,63887000000.0,33000.0,171092000000.0,1935969.697
"Applied Materials, Inc., Q4 2025 Earnings Call, Nov 13, 2025.txt",10190,30,0.002944,0,0,0,0,0,0,0,0,0,0,0,0,30,"Applied Materials, Inc.",Q4,2025,Q4_2025,AMAT,AMAT,APPLIED MATERIALS INC,2025.0,2025-10-31,28368000000.0,36500.0,36299000000.0,777205.4795
"Broadcom Inc., Q4 2024 Earnings Call, Dec 12, 2024.txt",7523,61,0.008108,0,0,0,1,2,0,0,0,0,0,0,0,58,Broadcom Inc.,Q4,2024,Q4_2024,AVGO,AVGO,BROADCOM INC,2024.0,2024-10-31,51574000000.0,37000.0,165645000000.0,1393891.8919
"Citigroup Inc., Q4 2023 Earnings Call, Jan 12, 2024.txt",15260,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Citigroup Inc.,Q4,2023,Q4_2023,C,C,CITIGROUP INC,2023.0,2023-12-31,155462000000.0,239000.0,2411834000000.0,650468.6192
"Broadcom Inc., Q2 2024 Earnings Call, Jun 12, 2024.txt",8030,53,0.0066,0,0,0,2,0,0,0,0,0,0,0,0,51,Broadcom Inc.,Q2,2024,Q2_2024,AVGO,AVGO,BROADCOM INC,2024.0,2024-10-31,51574000000.0,37000.0,165645000000.0,1393891.8919
"Citigroup Inc., Q1 2024 Earnings Call, Apr 12, 2024.txt",14316,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Citigroup Inc.,Q1,2024,Q1_2024,C,C,CITIGROUP INC,2024.0,2024-12-31,170731000000.0,229000.0,2352945000000.0,745550.2183
"Oracle Corporation, Q4 2024 Earnings Call, Jun 11, 2024.txt",7014,22,0.003137,0,0,0,4,0,0,0,0,0,0,0,1,17,Oracle Corporation,Q4,2024,Q4_2024,ORCL,ORCL,ORACLE CORP,2024.0,2025-05-31,57399000000.0,162000.0,168361000000.0,354314.8148
"Citigroup Inc., Q2 2024 Earnings Call, Jul 12, 2024.txt",14339,2,0.000139,0,0,0,0,1,0,0,0,0,0,0,0,1,Citigroup Inc.,Q2,2024,Q2_2024,C,C,CITIGROUP INC,2024.0,2024-12-31,170731000000.0,229000.0,2352945000000.0,745550.2183
"Applied Materials, Inc., Q1 2024 Earnings Call, Feb 15, 2024.txt",9689,13,0.001342,0,0,0,0,0,0,0,0,0,0,0,0,13,"Applied Materials, Inc.",Q1,2024,Q1_2024,AMAT,AMAT,APPLIED MATERIALS INC,2024.0,2024-10-31,27176000000.0,35700.0,34409000000.0,761232.493
"Cisco Systems, Inc., Q3 2024 Earnings Call, May 15, 2024.txt",10625,29,0.002729,0,0,0,0,0,0,0,0,0,0,0,0,29,"Cisco Systems, Inc.",Q3,2024,Q3_2024,CSCO,CSCO,CISCO SYSTEMS INC,2024.0,2024-07-31,53803000000.0,90400.0,124413000000.0,595165.9292
"Applied Materials, Inc., Q3 2024 Earnings Call, Aug 15, 2024.txt",9425,29,0.003077,0,0,0,0,0,0,0,0,0,0,0,0,29,"Applied Materials, Inc.",Q3,2024,Q3_2024,AMAT,AMAT,APPLIED MATERIALS INC,2024.0,2024-10-31,27176000000.0,35700.0,34409000000.0,761232.493
"Citigroup Inc., Q3 2022 Earnings Call, Oct 14, 2022.txt",12491,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Citigroup Inc.,Q3,2022,Q3_2022,C,C,CITIGROUP INC,2022.0,2022-12-31,101013000000.0,239903.0,2416676000000.0,421057.6775
"Applied Materials, Inc., Q1 2023 Earnings Call, Feb 16, 2023.txt",9548,2,0.000209,0,0,0,0,1,0,0,0,0,0,0,0,1,"Applied Materials, Inc.",Q1,2023,Q1_2023,AMAT,AMAT,APPLIED MATERIALS INC,2023.0,2023-10-31,26517000000.0,34000.0,30729000000.0,779911.7647
"Citigroup Inc., Q1 2022 Earnings Call, Apr 14, 2022.txt",11425,1,8.8e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,Citigroup Inc.,Q1,2022,Q1_2022,C,C,CITIGROUP INC,2022.0,2022-12-31,101013000000.0,239903.0,2416676000000.0,421057.6775
"Morgan Stanley, Q2 2022 Earnings Call, Jul 14, 2022.txt",10611,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Stanley,Q2,2022,Q2_2022,MS,MS,MORGAN STANLEY,2022.0,2022-12-31,65936000000.0,82427.0,1180231000000.0,799932.0611
"Bank of America Corporation, Q3 2024 Earnings Call, Oct 15, 2024.txt",11198,1,8.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Bank of America Corporation,Q3,2024,Q3_2024,BAC,BAC,BANK OF AMERICA CORP,2024.0,2024-12-31,192434000000.0,213193.0,3261519000000.0,902628.1351
"Applied Materials, Inc., Q1 2022 Earnings Call, Feb 16, 2022.txt",10246,3,0.000293,0,0,0,0,0,0,0,0,0,0,1,0,2,"Applied Materials, Inc.",Q1,2022,Q1_2022,AMAT,AMAT,APPLIED MATERIALS INC,2022.0,2022-10-31,25785000000.0,33000.0,26726000000.0,781363.6364
"Morgan Stanley, Q1 2022 Earnings Call, Apr 14, 2022.txt",8217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Stanley,Q1,2022,Q1_2022,MS,MS,MORGAN STANLEY,2022.0,2022-12-31,65936000000.0,82427.0,1180231000000.0,799932.0611
"Morgan Stanley, Q3 2022 Earnings Call, Oct 14, 2022.txt",9147,2,0.000219,0,0,0,0,0,0,0,0,0,0,0,0,2,Morgan Stanley,Q3,2022,Q3_2022,MS,MS,MORGAN STANLEY,2022.0,2022-12-31,65936000000.0,82427.0,1180231000000.0,799932.0611
"Morgan Stanley, Q1 2024 Earnings Call, Apr 16, 2024.txt",8645,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Stanley,Q1,2024,Q1_2024,MS,MS,MORGAN STANLEY,2024.0,2024-12-31,107285000000.0,80478.0,1215071000000.0,1333097.244
"Citigroup Inc., Q4 2021 Earnings Call, Jan 14, 2022.txt",14905,4,0.000268,0,0,0,0,4,0,0,0,0,0,0,0,0,Citigroup Inc.,Q4,2021,Q4_2021,C,C,CITIGROUP INC,2021.0,2021-12-31,80565000000.0,223444.0,2291413000000.0,360560.1403
"Citigroup Inc., Q3 2025 Earnings Call, Oct 14, 2025.txt",13356,13,0.000973,0,0,0,0,0,0,0,0,0,0,0,0,13,Citigroup Inc.,Q3,2025,Q3_2025,C,C,CITIGROUP INC,2025.0,2025-12-31,169651000000.0,226000.0,2657202000000.0,750668.1416
"Morgan Stanley, Q3 2025 Earnings Call, Oct 15, 2025.txt",11673,10,0.000857,0,0,0,0,0,0,0,0,0,0,0,0,10,Morgan Stanley,Q3,2025,Q3_2025,MS,MS,MORGAN STANLEY,2025.0,2025-12-31,119662000000.0,82992.0,1420270000000.0,1441849.8168
"Citigroup Inc., Q2 2025 Earnings Call, Jul 15, 2025.txt",14247,5,0.000351,0,0,0,0,0,0,0,0,0,0,0,0,5,Citigroup Inc.,Q2,2025,Q2_2025,C,C,CITIGROUP INC,2025.0,2025-12-31,169651000000.0,226000.0,2657202000000.0,750668.1416
"Applied Materials, Inc., Q4 2024 Earnings Call, Nov 14, 2024.txt",9413,13,0.001381,0,0,0,0,0,0,0,0,0,3,0,0,10,"Applied Materials, Inc.",Q4,2024,Q4_2024,AMAT,AMAT,APPLIED MATERIALS INC,2024.0,2024-10-31,27176000000.0,35700.0,34409000000.0,761232.493
"Bank of America Corporation, Q3 2025 Earnings Call, Oct 15, 2025.txt",13288,14,0.001054,0,0,0,0,0,0,0,0,0,2,0,0,12,Bank of America Corporation,Q3,2025,Q3_2025,BAC,BAC,BANK OF AMERICA CORP,2025.0,2025-12-31,191567000000.0,213207.0,3411738000000.0,898502.3944
"Applied Materials, Inc., Q3 2025 Earnings Call, Aug 14, 2025.txt",9308,14,0.001504,0,0,0,0,0,0,0,0,0,0,0,0,14,"Applied Materials, Inc.",Q3,2025,Q3_2025,AMAT,AMAT,APPLIED MATERIALS INC,2025.0,2025-10-31,28368000000.0,36500.0,36299000000.0,777205.4795
"The Walt Disney Company, Q4 2025 Earnings Call, Nov 13, 2025.txt",7254,9,0.001241,2,0,0,0,0,0,0,0,0,0,0,0,7,The Walt Disney Company,Q4,2025,Q4_2025,DIS,DIS,DISNEY (WALT) CO,2025.0,2025-09-30,94425000000.0,231000.0,197514000000.0,408766.2338
"Citigroup Inc., Q1 2025 Earnings Call, Apr 15, 2025.txt",13164,4,0.000304,1,0,0,0,0,0,0,0,0,0,0,0,3,Citigroup Inc.,Q1,2025,Q1_2025,C,C,CITIGROUP INC,2025.0,2025-12-31,169651000000.0,226000.0,2657202000000.0,750668.1416
"Bank of America Corporation, Q1 2025 Earnings Call, Apr 15, 2025.txt",15022,3,0.0002,0,0,0,0,0,0,0,0,0,1,1,0,1,Bank of America Corporation,Q1,2025,Q1_2025,BAC,BAC,BANK OF AMERICA CORP,2025.0,2025-12-31,191567000000.0,213207.0,3411738000000.0,898502.3944
"Citigroup Inc., Q3 2024 Earnings Call, Oct 15, 2024.txt",14415,1,6.9e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,Citigroup Inc.,Q3,2024,Q3_2024,C,C,CITIGROUP INC,2024.0,2024-12-31,170731000000.0,229000.0,2352945000000.0,745550.2183
"The Walt Disney Company, Q4 2024 Earnings Call, Nov 14, 2024.txt",7219,1,0.000139,0,0,0,0,0,0,0,0,0,0,0,0,1,The Walt Disney Company,Q4,2024,Q4_2024,DIS,DIS,DISNEY (WALT) CO,2024.0,2024-09-30,91361000000.0,233000.0,196219000000.0,392107.2961
"Citigroup Inc., Q4 2024 Earnings Call, Jan 15, 2025.txt",12985,3,0.000231,0,0,0,0,0,0,0,0,0,0,0,0,3,Citigroup Inc.,Q4,2024,Q4_2024,C,C,CITIGROUP INC,2024.0,2024-12-31,170731000000.0,229000.0,2352945000000.0,745550.2183
"The Goldman Sachs Group, Inc., Q4 2022 Earnings Call, Jan 17, 2023.txt",11173,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Goldman Sachs Group, Inc.",Q4,2022,Q4_2022,GS,GS,GOLDMAN SACHS GROUP INC,2022.0,2022-12-31,68711000000.0,48500.0,1441799000000.0,1416721.6495
"Applied Materials, Inc., Q4 2023 Earnings Call, Nov 16, 2023.txt",9599,11,0.001146,0,0,0,0,0,0,0,0,0,1,0,0,10,"Applied Materials, Inc.",Q4,2023,Q4_2023,AMAT,AMAT,APPLIED MATERIALS INC,2023.0,2023-10-31,26517000000.0,34000.0,30729000000.0,779911.7647
"Applied Materials, Inc., Q2 2024 Earnings Call, May 16, 2024.txt",9325,17,0.001823,0,0,0,0,0,0,0,0,0,0,0,0,17,"Applied Materials, Inc.",Q2,2024,Q2_2024,AMAT,AMAT,APPLIED MATERIALS INC,2024.0,2024-10-31,27176000000.0,35700.0,34409000000.0,761232.493
"Applied Materials, Inc., Q2 2023 Earnings Call, May 18, 2023.txt",10417,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Applied Materials, Inc.",Q2,2023,Q2_2023,AMAT,AMAT,APPLIED MATERIALS INC,2023.0,2023-10-31,26517000000.0,34000.0,30729000000.0,779911.7647
"Applied Materials, Inc., Q3 2023 Earnings Call, Aug 17, 2023.txt",9547,16,0.001676,0,0,0,0,0,0,0,0,0,0,0,0,16,"Applied Materials, Inc.",Q3,2023,Q3_2023,AMAT,AMAT,APPLIED MATERIALS INC,2023.0,2023-10-31,26517000000.0,34000.0,30729000000.0,779911.7647
"Netflix, Inc., Q3 2024 Earnings Call, Oct 17, 2024.txt",8299,5,0.000602,0,0,0,0,0,0,0,0,0,0,0,0,5,"Netflix, Inc.",Q3,2024,Q3_2024,NFLX,NFLX,NETFLIX INC,2024.0,2024-12-31,39000966000.0,14000.0,53630374000.0,2785783.2857
"NVIDIA Corporation, Q4 2022 Earnings Call, Feb 16, 2022.txt",8946,71,0.007937,0,0,0,1,0,0,0,0,0,4,0,2,64,NVIDIA Corporation,Q4,2022,Q4_2022,NVDA,NVDA,NVIDIA CORP,2022.0,2023-01-31,26974000000.0,26196.0,41182000000.0,1029699.1907
"NVIDIA Corporation, Q3 2023 Earnings Call, Nov 16, 2022.txt",8850,68,0.007684,5,0,0,7,1,1,0,0,0,0,1,0,53,NVIDIA Corporation,Q3,2023,Q3_2023,NVDA,NVDA,NVIDIA CORP,2023.0,2024-01-31,60922000000.0,29600.0,65728000000.0,2058175.6757
"General Electric Company, Q2 2025 Earnings Call, Jul 17, 2025.txt",14770,2,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,2,General Electric Company,Q2,2025,Q2_2025,GE,GE,GE AEROSPACE,2025.0,2025-12-31,45179000000.0,57000.0,130169000000.0,792614.0351
"Morgan Stanley, Q4 2024 Earnings Call, Jan 16, 2025.txt",12405,1,8.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Morgan Stanley,Q4,2024,Q4_2024,MS,MS,MORGAN STANLEY,2024.0,2024-12-31,107285000000.0,80478.0,1215071000000.0,1333097.244
"Morgan Stanley, Q2 2025 Earnings Call, Jul 16, 2025.txt",8856,2,0.000226,0,0,0,0,0,0,0,0,0,0,0,0,2,Morgan Stanley,Q2,2025,Q2_2025,MS,MS,MORGAN STANLEY,2025.0,2025-12-31,119662000000.0,82992.0,1420270000000.0,1441849.8168
"Morgan Stanley, Q3 2024 Earnings Call, Oct 16, 2024.txt",10498,11,0.001048,0,0,0,0,0,0,0,0,0,0,1,0,10,Morgan Stanley,Q3,2024,Q3_2024,MS,MS,MORGAN STANLEY,2024.0,2024-12-31,107285000000.0,80478.0,1215071000000.0,1333097.244
"Netflix, Inc., Q2 2025 Earnings Call, Jul 17, 2025.txt",8332,8,0.00096,0,0,3,0,0,0,0,0,0,0,0,0,5,"Netflix, Inc.",Q2,2025,Q2_2025,NFLX,NFLX,NETFLIX INC,2025.0,2025-12-31,45183036000.0,16000.0,55596993000.0,2823939.75
"American Express Company, Q1 2025 Earnings Call, Apr 17, 2025.txt",9159,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q1,2025,Q1_2025,AXP,AXP,AMERICAN EXPRESS CO,2025.0,2025-12-31,80463000000.0,76800.0,300052000000.0,1047695.3125
"Morgan Stanley, Q2 2024 Earnings Call, Jul 16, 2024.txt",9369,1,0.000107,0,0,0,0,0,0,0,0,0,0,0,0,1,Morgan Stanley,Q2,2024,Q2_2024,MS,MS,MORGAN STANLEY,2024.0,2024-12-31,107285000000.0,80478.0,1215071000000.0,1333097.244
"Applied Materials, Inc., Q4 2022 Earnings Call, Nov 17, 2022.txt",10014,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Applied Materials, Inc.",Q4,2022,Q4_2022,AMAT,AMAT,APPLIED MATERIALS INC,2022.0,2022-10-31,25785000000.0,33000.0,26726000000.0,781363.6364
"American Express Company, Q3 2025 Earnings Call, Oct 17, 2025.txt",8577,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q3,2025,Q3_2025,AXP,AXP,AMERICAN EXPRESS CO,2025.0,2025-12-31,80463000000.0,76800.0,300052000000.0,1047695.3125
"Bank of America Corporation, Q2 2025 Earnings Call, Jul 16, 2025.txt",14094,22,0.001561,0,0,0,0,0,0,0,0,0,2,3,0,17,Bank of America Corporation,Q2,2025,Q2_2025,BAC,BAC,BANK OF AMERICA CORP,2025.0,2025-12-31,191567000000.0,213207.0,3411738000000.0,898502.3944
"Lockheed Martin Corporation, Q3 2023 Earnings Call, Oct 17, 2023.txt",9633,4,0.000415,0,0,0,0,0,0,0,0,0,2,0,0,2,Lockheed Martin Corporation,Q3,2023,Q3_2023,LMT,LMT,LOCKHEED MARTIN CORP,2023.0,2023-12-31,67571000000.0,122000.0,52456000000.0,553860.6557
"Netflix, Inc., Q4 2022 Earnings Call, Jan 19, 2023.txt",10175,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netflix, Inc.",Q4,2022,Q4_2022,NFLX,NFLX,NETFLIX INC,2022.0,2022-12-31,31615550000.0,12800.0,48594768000.0,2469964.8438
"Lockheed Martin Corporation, Q1 2023 Earnings Call, Apr 18, 2023.txt",10256,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockheed Martin Corporation,Q1,2023,Q1_2023,LMT,LMT,LOCKHEED MARTIN CORP,2023.0,2023-12-31,67571000000.0,122000.0,52456000000.0,553860.6557
"The Goldman Sachs Group, Inc., Q3 2022 Earnings Call, Oct 18, 2022.txt",13190,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Goldman Sachs Group, Inc.",Q3,2022,Q3_2022,GS,GS,GOLDMAN SACHS GROUP INC,2022.0,2022-12-31,68711000000.0,48500.0,1441799000000.0,1416721.6495
"Lockheed Martin Corporation, Q3 2022 Earnings Call, Oct 18, 2022.txt",10502,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockheed Martin Corporation,Q3,2022,Q3_2022,LMT,LMT,LOCKHEED MARTIN CORP,2022.0,2022-12-31,65984000000.0,116000.0,52880000000.0,568827.5862
"Lam Research Corporation, Q1 2023 Earnings Call, Oct 19, 2022.txt",10152,1,9.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Lam Research Corporation,Q1,2023,Q1_2023,LRCX,LRCX,LAM RESEARCH CORP,2023.0,2023-06-30,17428516000.0,17200.0,18781643000.0,1013285.814
"Lockheed Martin Corporation, Q1 2022 Earnings Call, Apr 19, 2022.txt",10437,1,9.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Lockheed Martin Corporation,Q1,2022,Q1_2022,LMT,LMT,LOCKHEED MARTIN CORP,2022.0,2022-12-31,65984000000.0,116000.0,52880000000.0,568827.5862
"Applied Materials, Inc., Q3 2022 Earnings Call, Aug 18, 2022.txt",9691,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Applied Materials, Inc.",Q3,2022,Q3_2022,AMAT,AMAT,APPLIED MATERIALS INC,2022.0,2022-10-31,25785000000.0,33000.0,26726000000.0,781363.6364
"Bank of America Corporation, Q4 2021 Earnings Call, Jan 19, 2022.txt",14363,2,0.000139,0,0,0,0,0,0,0,0,0,0,0,0,2,Bank of America Corporation,Q4,2021,Q4_2021,BAC,BAC,BANK OF AMERICA CORP,2021.0,2021-12-31,93851000000.0,208248.0,3169495000000.0,450669.3942
